OVERALL,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS
All Splits,182,27,46,11,2,12,43,17,0,56,1,2,.253,.310,.533,.843
vs. OAK,13,1,2,1,0,0,1,0,0,4,0,0,.154,.154,.231,.385
vs. PHI,15,4,7,1,0,3,9,2,0,5,0,0,.467,.500,1.133,1.633
vs. PIT,13,0,4,2,0,0,3,0,0,4,0,0,.308,.308,.462,.769
vs. SD,12,5,5,1,1,3,5,2,0,3,0,0,.417,.500,1.417,1.917
vs. SF,13,1,1,0,0,0,0,5,0,4,0,1,.077,.333,.077,.410
vs. SEA,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vs. STL,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vs. TB,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vs. TEX,14,0,1,0,0,0,2,0,0,3,0,0,.071,.071,.071,.143
vs. TOR,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vs. WSH,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STADIUM,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Family Field,11,3,7,0,1,0,4,2,0,1,1,0,.636,.692,.818,1.510
Chase Field,13,1,1,0,0,0,1,0,0,7,0,0,.077,.077,.077,.154
Citi Field,17,3,4,1,0,1,2,1,0,8,0,0,.235,.278,.471,.748
Comerica Park,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coors Field,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dodger Stadium,13,1,2,1,0,0,1,0,0,4,0,0,.154,.154,.231,.385
Fenway Park,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Globe Life Field,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Great American Ball Park,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guaranteed Rate Field,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kauffman Stadium,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loanDepot park,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minute Maid Park,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nationals Park,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oracle Park,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PETCO Park,5,0,1,0,0,0,0,0,0,1,0,0,.200,.200,.200,.400
PNC Park,4,0,1,0,0,0,0,1,0,1,0,0,.250,.400,.250,.650
Progressive Field,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogers Centre,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Target Field,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T-Mobile Park,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tropicana Field,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Truist Park,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wrigley Field,4,0,1,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500
Yankee Stadium,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POSITION,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As LF,12,5,5,1,1,3,5,2,0,3,0,0,.417,.500,1.417,1.917
As RF,86,10,21,6,1,4,21,9,0,23,1,2,.244,.306,.477,.783
As DH,35,4,9,5,0,2,8,3,0,10,0,0,.257,.293,.571,.864
As C,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As 1B,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As 2B,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As 3B,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As SS,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As CF,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUNT,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Count 0-0,9,2,3,0,0,2,5,1,0,2,0,0,.333,.400,1.000,1.400
Count 0-1,133,7,31,5,2,7,26,12,0,44,0,0,.233,.295,.459,.753
Count 0-2,9,0,3,2,0,1,4,0,0,0,1,0,.333,.333,.889,1.222
Count 1-0,10,0,1,0,0,0,3,0,0,0,0,0,.100,.083,.100,.183
Count 1-1,16,0,0,0,0,0,0,0,0,7,0,0,.000,.000,.000,.000
Count 1-2,16,0,8,2,0,1,4,0,0,0,0,0,.500,.500,.813,1.313
Count 2-0,10,0,4,0,0,0,2,0,0,0,0,1,.400,.400,.400,.800
Count 2-1,35,0,6,1,1,2,5,0,0,17,0,0,.171,.171,.429,.600
Count 2-2,7,0,2,0,0,0,0,0,0,0,0,0,.286,.286,.286,.571
Count 3-0,13,0,7,3,1,0,5,0,0,0,0,1,.538,.538,.923,1.462
Count 3-1,32,0,3,1,0,2,4,0,0,20,0,0,.094,.091,.313,.403
Count 3-2,1,0,1,0,0,1,1,1,0,0,0,0,1.000,1.000,4.000,5.000
BATTING ORDER,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batting #1,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batting #2,5,0,1,0,0,1,2,5,0,0,0,0,.200,.600,.800,1.400
Batting #3,23,0,7,1,0,3,9,10,0,12,0,0,.304,.500,.739,1.239
Batting #4,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batting #5,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batting #6,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batting #7,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batting #8,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batting #9,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITUATION,0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
None On,28,6,10,0,0,3,12,6,0,8,0,0,.357,.471,.679,1.149
Runners On,149,18,33,10,2,8,27,10,0,48,1,2,.221,.264,.477,.740
Scoring Position,93,4,21,8,2,4,4,6,0,30,0,0,.226,.273,.484,.757
Bases Loaded,84,20,22,2,0,7,35,10,0,26,1,2,.262,.327,.536,.862
Lead Off Inning,53,17,17,2,0,4,29,8,0,17,0,0,.321,.385,.585,.970
"Scoring Position, 2 out",8,4,4,0,0,0,7,0,0,3,0,0,.500,.500,.500,1.000
