# Data scraped on: 2025-05-22 02:26:44
Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Colorado,0.27,0.00,0.00,0.29,0.24,0.15
2,Chi Cubs,0.26,0.00,0.00,0.39,0.15,0.18
3,Kansas City,0.24,0.00,0.00,0.35,0.12,0.21
4,NY Mets,0.22,0.00,0.00,0.23,0.21,0.10
5,Arizona,0.18,0.33,0.00,0.23,0.13,0.23
5,LA Dodgers,0.18,0.00,0.00,0.15,0.22,0.16
7,Baltimore,0.17,0.33,0.00,0.04,0.28,0.20
7,Miami,0.17,0.67,0.00,0.14,0.20,0.14
9,Philadelphia,0.16,0.33,0.00,0.16,0.17,0.15
10,Boston,0.16,0.33,0.00,0.15,0.16,0.19
11,San Diego,0.15,0.33,1.00,0.17,0.13,0.12
12,NY Yankees,0.15,0.33,1.00,0.12,0.18,0.09
13,Washington,0.14,0.33,0.00,0.17,0.12,0.11
13,Minnesota,0.14,0.33,0.00,0.22,0.08,0.14
15,SF Giants,0.14,0.33,0.00,0.23,0.04,0.19
15,Detroit,0.14,0.00,0.00,0.18,0.11,0.28
15,Pittsburgh,0.14,0.00,0.00,0.16,0.12,0.10
18,LA Angels,0.13,0.33,1.00,0.16,0.10,0.09
18,Atlanta,0.13,0.00,0.00,0.18,0.08,0.09
20,Sacramento,0.12,0.00,0.00,0.08,0.15,0.12
21,Houston,0.10,0.00,0.00,0.13,0.08,0.10
22,Milwaukee,0.10,0.33,0.00,0.16,0.04,0.20
22,Texas,0.10,0.33,0.00,0.04,0.17,0.09
24,Cincinnati,0.08,0.33,0.00,0.08,0.08,0.18
25,Cleveland,0.06,0.00,0.00,0.05,0.08,0.11
26,Tampa Bay,0.06,0.00,0.00,0.10,0.00,0.14
27,Seattle,0.04,0.00,0.00,0.08,0.00,0.08
28,Toronto,0.02,0.00,0.00,0.00,0.05,0.16
29,Chi Sox,0.02,0.00,0.00,0.04,0.00,0.06
29,St. Louis,0.02,0.00,0.00,0.00,0.04,0.13
