# Data scraped on: 2025-05-22 02:21:58
Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Pittsburgh,0.18,0.00,0.00,0.28,0.08,0.38
2,Seattle,0.23,0.00,0.00,0.21,0.25,0.24
3,San Diego,0.26,0.00,0.00,0.04,0.48,0.51
4,NY Mets,0.26,0.33,0.00,0.23,0.29,0.41
5,Atlanta,0.27,0.33,1.00,0.23,0.31,0.35
6,Kansas City,0.27,0.00,0.00,0.38,0.16,0.35
7,Boston,0.29,0.33,1.00,0.19,0.40,0.35
8,LA Dodgers,0.30,0.33,0.00,0.30,0.30,0.62
9,Cincinnati,0.31,0.00,0.00,0.24,0.38,0.33
10,SF Giants,0.32,0.67,2.00,0.27,0.38,0.42
11,Chi Cubs,0.34,0.00,0.00,0.30,0.37,0.46
12,Texas,0.36,0.67,1.00,0.11,0.65,0.56
12,St. Louis,0.36,0.33,1.00,0.17,0.54,0.48
14,Chi Sox,0.38,0.00,0.00,0.13,0.62,0.51
15,NY Yankees,0.40,0.33,0.00,0.42,0.36,0.39
15,Toronto,0.40,0.00,0.00,0.44,0.33,0.40
17,Houston,0.41,0.00,0.00,0.67,0.16,0.44
18,Philadelphia,0.43,0.33,1.00,0.36,0.50,0.45
19,Tampa Bay,0.45,1.33,0.00,0.55,0.28,0.35
20,Minnesota,0.47,0.33,0.00,0.30,0.62,0.51
21,Detroit,0.48,0.00,0.00,0.45,0.50,0.39
22,Colorado,0.51,0.00,0.00,0.63,0.40,0.67
23,Washington,0.53,1.00,3.00,0.65,0.42,0.67
24,Miami,0.54,0.00,0.00,0.46,0.65,0.44
25,Milwaukee,0.56,0.33,0.00,0.72,0.40,0.36
26,Cleveland,0.56,0.33,0.00,0.50,0.62,0.47
27,Sacramento,0.58,0.67,2.00,0.71,0.46,0.69
28,Baltimore,0.67,1.00,0.00,0.96,0.40,0.54
29,LA Angels,0.69,1.33,3.00,0.37,0.90,0.56
30,Arizona,0.74,0.00,0.00,0.62,0.88,0.54
